App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Ay Yıldız Keyboard,TOOLS,NaN,26,3,"1,000",Free,0,Everyone,Tools,23-May-18,4.4 and up
QR & Barcode Scanner BX PRO,TOOLS,NaN,4,3,"1,000",Free,0,Everyone,Tools,30-Oct-17,4.2 and up
Morse Notifier Free,TOOLS,4.6,79,3,"1,000",Free,0,Everyone,Tools,8-Nov-17,4.0.3 and up
Preferences Manager and SQLite DB Viewer,TOOLS,3.5,13,3,"1,000",Free,0,Everyone,Tools,18-Jul-17,4.0 and up
DM security - Dragon Mobile,TOOLS,3.9,27,3,"1,000",Free,0,Everyone,Tools,26-Apr-17,4.1 and up
"ES File Explorer & Manager, Locker Xplorer 2018",TOOLS,3.5,11,3,"1,000",Free,0,Everyone,Tools,17-Mar-18,4.2 and up
DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,0.59375,"1,000",Free,0,Everyone,Books & Reference,23-Jul-17,4.2 and up
My Virtual Boyfriend,FAMILY,4.3,105,51,"1,000",Paid,$0.99 ,Teen,Casual,17-Feb-17,2.3.3 and up
SOLEM AG,TOOLS,NaN,1,51,"1,000",Free,0,Everyone,Tools,19-Sep-17,4.0 and up
P Icon Pack for Pixel,PERSONALIZATION,4.4,38,51,"1,000",Free,0,Everyone,Personalization,6-May-18,4.1 and up
iFORA BP,MEDICAL,3.4,18,45,"1,000",Free,0,Everyone,Medical,5-Jun-18,2.3.3 and up
Cerebral Palsy,MEDICAL,4.4,38,8.5,"1,000",Free,0,Everyone,Medical,30-Jul-14,3.0 and up
H letter images,SOCIAL,NaN,17,8.5,"1,000",Free,0,Teen,Social,28-Jun-18,4.0.3 and up
Light Meter - EV,PHOTOGRAPHY,4,26,8.5,"1,000",Free,0,Everyone,Photography,2-Aug-18,4.4 and up
BZ Langenthaler Tagblatt,VIDEO_PLAYERS,NaN,22,8.5,"1,000",Free,0,Everyone,Video Players & Editors,3-Aug-18,4.1 and up
BZ Berner Oberländer,NEWS_AND_MAGAZINES,NaN,64,8.5,"1,000",Free,0,Everyone,News & Magazines,3-Aug-18,4.1 and up
La Fe de Jesus,BOOKS_AND_REFERENCE,NaN,8,0.642578125,"1,000",Free,0,Everyone,Books & Reference,31-Jan-17,3.0 and up
Chemin (fr),BOOKS_AND_REFERENCE,4.8,44,0.604492188,"1,000",Free,0,Everyone,Books & Reference,23-Mar-14,2.2 and up
CINE BR,VIDEO_PLAYERS,NaN,23,7.5,"1,000",Free,0,Everyone,Video Players & Editors,29-Mar-18,4.2 and up
Driving n Parking School 2017,FAMILY,4.5,15,46,"1,000",Free,0,Everyone,Simulation,31-May-17,2.3 and up
E-Z App™ Train Control,TOOLS,4.3,33,46,"1,000",Free,0,Everyone,Tools,6-Dec-16,4.3 and up
Weapon AK-74 Live Wallpaper,PERSONALIZATION,3.3,25,46,"1,000",Free,0,Everyone,Personalization,28-Mar-17,4.0.3 and up
Rоhi.af,NEWS_AND_MAGAZINES,4.8,46,46,"1,000",Free,0,Everyone,News & Magazines,1-May-17,4.1 and up
EF-myHR,FINANCE,2.9,26,36,"1,000",Free,0,Everyone,Finance,21-Feb-18,4.0 and up
B@dL!bs Lite,GAME,3.8,10,36,"1,000",Free,0,Mature 17+,Word,5-Apr-16,4.0.3 and up
AR Toybox - Augmented Reality Demos,FAMILY,3.8,20,36,"1,000",Free,0,Everyone,Simulation,17-Aug-17,4.1 and up
Bono’s Pit Bar-B-Q,FAMILY,2.3,3,36,"1,000",Free,0,Everyone 10+,Entertainment,23-Jan-18,2.3.3 and up
DM airdisk Pro,TOOLS,3.2,11,36,"1,000",Free,0,Everyone,Tools,20-Sep-17,4.0.3 and up
Handbreit by a.w.niemeyer,NEWS_AND_MAGAZINES,NaN,21,36,"1,000",Free,0,Everyone,News & Magazines,31-May-17,4.0.3 and up
SweetLand — Family Board Game,FAMILY,4.2,38,47,"1,000",Paid,$0.99 ,Everyone,Casual;Pretend Play,14-Nov-14,2.3.3 and up
Santa Fe Map and Walks,TRAVEL_AND_LOCAL,NaN,2,47,"1,000",Free,0,Everyone,Travel & Local,20-Apr-18,4.0 and up
TuenMun BM,TOOLS,NaN,6,47,"1,000",Free,0,Everyone,Tools,17-May-17,4.0.3 and up
Super Doctor 2 - My Newborn Baby ER Injection,FAMILY,4.7,54,92,"1,000",Free,0,Teen,Role Playing,25-Jun-18,4.3 and up
BL Mobile Banking,FINANCE,4.3,23,93,"1,000",Free,0,Everyone,Finance,1-Aug-18,5.0 and up
BZ Zombie VR,GAME,4.4,12,98,"1,000",Free,0,Mature 17+,Action,7-Feb-18,4.4 and up
J.ME Fly,FAMILY,3.9,28,98,"1,000",Free,0,Everyone,Entertainment,31-May-18,4.4 and up
FlexRelease CX,BUSINESS,NaN,4,2,"1,000",Free,0,Everyone,Business,25-Jul-16,2.3.3 and up
Alerte au gogol,FAMILY,NaN,14,2,"1,000",Free,0,Everyone,Entertainment,9-Feb-18,4.0 and up
Instant Ba-dum-tss,FAMILY,4,13,2,"1,000",Free,0,Everyone,Entertainment,23-Sep-15,1.6 and up
Toilet Ek Prem Katha Songs Lyrics in Hindi,FAMILY,4.7,3,2,"1,000",Free,0,Everyone,Entertainment,10-Aug-17,4.1 and up
Dp For FB,PHOTOGRAPHY,4.5,12,2,"1,000",Free,0,Teen,Photography,19-Oct-17,4.1 and up
Sam.BN,TOOLS,NaN,83,2,"1,000",Free,0,Everyone,Tools,27-Mar-15,4.0.3 and up
Co Checker,TOOLS,1.9,12,2,"1,000",Free,0,Everyone,Tools,20-Oct-17,4.3 and up
DW Contacts widget,TOOLS,4.3,56,2,"1,000",Paid,$0.99 ,Everyone,Tools,5-Jun-14,2.1 and up
2019 Tricks Es File Explores,TOOLS,3,4,2,"1,000",Free,0,Everyone,Tools,16-Mar-16,2.2 and up
Florida Tides & Weather,WEATHER,3.8,30,2,"1,000",Paid,$6.99 ,Everyone,Weather,6-May-15,2.3 and up
Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2,"1,000",Paid,$0.99 ,Everyone,Video Players & Editors,21-Jun-18,4.0.3 and up
EI SmartMiles,FINANCE,2.4,9,3.8,"1,000",Free,0,Everyone,Finance,21-Jan-18,4.0 and up
Ab Workouts - Ab Generator,HEALTH_AND_FITNESS,4.7,21,3.8,"1,000",Free,0,Everyone,Health & Fitness,31-Dec-16,4.1 and up
AK-47 sounds,FAMILY,3.9,7,3.8,"1,000",Free,0,Everyone,Entertainment,18-Jun-18,4.0 and up
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8,"1,000",Paid,$16.99 ,Everyone,Medical,27-Jan-17,4.0.3 and up
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8,"1,000",Paid,$16.99 ,Everyone,Medical,27-Jan-17,4.0.3 and up
Little Magnet BT Pro,TOOLS,4.6,251,3.8,"1,000",Paid,$0.99 ,Everyone,Tools,5-Aug-18,4.2 and up
Barry EC,TOOLS,4.1,14,3.8,"1,000",Free,0,Everyone,Tools,18-Dec-17,2.3.3 and up
BD Online News,NEWS_AND_MAGAZINES,4.6,30,3.8,"1,000",Free,0,Everyone,News & Magazines,20-Mar-18,4.0.3 and up
Aaj Bangla: ei samay er khobor,NEWS_AND_MAGAZINES,4.9,34,3.8,"1,000",Free,0,Everyone,News & Magazines,15-Jan-17,2.3 and up
Apps for SportsBєtting.ag - Bitcoin Welcome here!,SPORTS,NaN,0,10,"1,000",Free,0,Everyone,Sports,11-Dec-17,4.0 and up
CL Clock,BUSINESS,2.7,7,1.3,"1,000",Free,0,Everyone,Business,22-Jul-16,5.0 and up
Evolution Marketing CR,HEALTH_AND_FITNESS,NaN,14,1.3,"1,000",Free,0,Everyone,Health & Fitness,30-Mar-18,4.0.3 and up
BW-Go,GAME,4.8,265,1.3,"1,000",Paid,$3.49 ,Everyone,Board,18-Jun-15,2.3 and up
DV Lottery Simulator,FAMILY,4.6,13,1.3,"1,000",Free,0,Everyone,Entertainment,20-Oct-16,4.1 and up
Dio Fa Cose,FAMILY,NaN,35,1.3,"1,000",Free,0,Everyone,Entertainment,15-Mar-18,2.3.3 and up
Texas Hold'em EV Calculator,TOOLS,3.7,6,1.3,"1,000",Free,0,Everyone,Tools,8-Nov-15,2.3 and up
CQ-Mobile,COMMUNICATION,NaN,10,8.1,"1,000",Free,0,Everyone,Communication,28-Nov-16,4.0 and up
Legit Check App by Ch Daniel,LIFESTYLE,4.9,66,8.1,"1,000",Free,0,Everyone,Lifestyle,18-Jul-18,4.1 and up
Jigsaw Volvo FH 16 Trucks,FAMILY,5,5,8.1,"1,000",Free,0,Teen,Puzzle,1-Dec-16,4.0 and up
CK Shop,TOOLS,NaN,13,8.1,"1,000",Free,0,Everyone,Tools,9-May-18,5.0 and up
Next Launcher 3D Theme Hit-G,PERSONALIZATION,4.2,59,8.1,"1,000",Paid,$1.70 ,Everyone,Personalization,16-Aug-15,2.2 and up
CW Deposit,BUSINESS,3,4,0.486328125,"1,000",Free,0,Everyone,Business,6-Feb-14,2.1 and up
ASRA Coags,MEDICAL,4.4,15,5.8,"1,000",Paid,$3.99 ,Everyone,Medical,1-Aug-18,4.1 and up
EV Connect,MAPS_AND_NAVIGATION,2.8,25,5.8,"1,000",Free,0,Everyone,Maps & Navigation,6-Aug-18,5.0 and up
AK Blackjack,GAME,NaN,4,7.6,"1,000",Free,0,Teen,Card,30-Jul-18,4.1 and up
NCLEX-RN Q&A FLASH CARDS - FA Davis,MEDICAL,NaN,2,7.6,"1,000",Free,0,Everyone,Medical,19-Jul-18,5.0 and up
BU Bookstore,SHOPPING,NaN,2,7.6,"1,000",Free,0,Everyone,Shopping,19-Mar-18,4.1 and up
Gormey: Find Best Restaurants,TRAVEL_AND_LOCAL,4.3,34,7.6,"1,000",Free,0,Everyone,Travel & Local,29-Aug-17,4.0.3 and up
Lamp detector,LIBRARIES_AND_DEMO,NaN,5,1.8,"1,000",Free,0,Everyone,Libraries & Demo,23-Apr-18,2.3.3 and up
I am Rich Person,LIFESTYLE,4.2,134,1.8,"1,000",Paid,$37.99 ,Everyone,Lifestyle,18-Jul-17,4.0.3 and up
Critical Care Paramedic Review,MEDICAL,4.4,17,1.8,"1,000",Paid,$9.99 ,Everyone 10+,Medical,14-May-18,4.4W and up
Blood Pressure Tracker,MEDICAL,4,11,1.8,"1,000",Free,0,Everyone,Medical,8-Nov-17,4.0 and up
EU VAT Checker,BUSINESS,3.1,7,0.038085938,"1,000",Free,0,Everyone,Business,12-Oct-11,1.6 and up
BF Scale Health Fitness Tool,HEALTH_AND_FITNESS,2.2,19,9.6,"1,000",Free,0,Everyone,Health & Fitness,29-Nov-17,4.3 and up
BP Toolbox,HEALTH_AND_FITNESS,2.1,32,9.6,"1,000",Free,0,Everyone,Health & Fitness,22-May-18,4.3 and up
K-Otic Universe,FAMILY,4.9,55,40,"1,000",Free,0,Everyone,Puzzle,3-Aug-18,4.1 and up
CF GeneE,MEDICAL,4.3,16,40,"1,000",Free,0,Everyone,Medical,31-May-18,4.0 and up
Calculator,DATING,2.6,57,6.2,"1,000",Paid,$6.99 ,Everyone,Dating,25-Oct-17,4.0 and up
CF Appreciation,LIFESTYLE,2,11,6.2,"1,000",Free,0,Everyone,Lifestyle,12-Jun-18,4.1 and up
Run R Script - Online Statistical Data Analysis,FAMILY,3.9,8,6.2,"1,000",Free,0,Everyone,Education,4-Apr-18,2.2 and up
Gun AK 47,FAMILY,NaN,3,6.2,"1,000",Free,0,Everyone,Entertainment,18-Apr-17,2.3 and up
ELMO EV Charging,MAPS_AND_NAVIGATION,3.4,14,6.2,"1,000",Free,0,Everyone,Maps & Navigation,25-Jan-18,4.0.3 and up
Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,61,"1,000",Free,0,Everyone,Action,14-Sep-17,4.0 and up
FP Opgaver,TOOLS,NaN,9,61,"1,000",Free,0,Everyone,Tools,31-May-18,4.0.3 and up
Be Stronger,HEALTH_AND_FITNESS,4.8,787,53,"1,000",Paid,$1.99 ,Everyone,Health & Fitness,31-Jul-18,4.0.3 and up
"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,4.2,33,53,"1,000",Paid,$3.99 ,Everyone,Medical,8-May-18,4.2 and up
SMS Sender - sluzba.cz,COMMUNICATION,NaN,12,0.0703125,"1,000",Free,0,Everyone,Communication,1-Jun-12,2.0 and up
go41cx,FAMILY,4.8,171,1,"1,000",Paid,$10.00 ,Everyone,Education,18-Oct-16,2.2 and up
Ad Remove Plugin for App2SD,PRODUCTIVITY,4.1,66,0.016601563,"1,000",Paid,$1.29 ,Everyone,Productivity,25-Sep-13,2.2 and up
Sago Mini Hat Maker,EDUCATION,4.9,11,63,"1,000",Paid,$3.99 ,Everyone,Education;Pretend Play,24-Jul-17,4.0.3 and up
DC Comics Amino,SOCIAL,4.9,117,63,"1,000",Free,0,Teen,Social,13-Jul-18,4.0.3 and up
iHunter BC,SPORTS,4.4,55,63,"1,000",Paid,$4.49 ,Everyone,Sports,3-Aug-18,4.0.3 and up
EB-Banking (ersetzt),FINANCE,NaN,24,70,"1,000",Free,0,Everyone,Finance,18-Apr-18,4.1 and up
Out There Chronicles - Ep. 2,FAMILY,4.5,144,70,"1,000",Paid,$2.99 ,Teen,Role Playing,26-Jan-18,4.2 and up
DK Eyewitness Audio Walks,TRAVEL_AND_LOCAL,2.3,9,70,"1,000",Free,0,Everyone,Travel & Local,6-Apr-18,4.2 and up
AH Connect (Adventist Health),HEALTH_AND_FITNESS,3.4,5,59,"1,000",Free,0,Everyone,Health & Fitness,23-Jan-18,4.4 and up
Dark Infusion Substratum Theme for Android N & O,PERSONALIZATION,4.8,133,59,"1,000",Paid,$2.49 ,Everyone,Personalization,3-Aug-18,7.0 and up
Pixxy KWGT,PERSONALIZATION,4.8,60,78,"1,000",Paid,$0.99 ,Everyone,Personalization,29-Jul-18,5.0 and up
Lanterns: The Harvest Festival,FAMILY,4.7,185,72,"1,000",Paid,$4.99 ,Everyone,Board;Brain Games,1-May-18,4.1 and up
Simple EV Calc,PRODUCTIVITY,4.2,105,72,"1,000",Free,0,Everyone,Productivity,16-Oct-17,4.4 and up
EF Go Ahead Tour Companion,TRAVEL_AND_LOCAL,2.3,23,43,"1,000",Free,0,Everyone,Travel & Local,18-Jun-18,4.4 and up
Mummatikabalkuragi,EVENTS,4.9,69,0.326171875,"1,000",Free,0,Teen,Events,22-Jul-18,4.0 and up
Nightenfell: Shared AR,GAME,4.5,20,65,"1,000",Paid,$0.99 ,Everyone 10+,Action,27-Mar-18,7.0 and up
TAXLANDIA,FAMILY,1.9,141,65,"1,000",Free,0,Everyone,Educational,6-Mar-18,4.3 and up
Ba Financial Calculator plus,FINANCE,4.4,31,0.201171875,"1,000",Paid,$3.99 ,Everyone,Finance,15-Jul-18,2.1 and up
Cube BR LWP simple,PERSONALIZATION,NaN,19,0.201171875,"1,000",Free,0,Everyone,Personalization,25-Nov-16,2.1 and up
B-Grade Renegade,GAME,3.9,24,64,"1,000",Paid,$1.99 ,Teen,Action,17-Oct-17,3.2 and up
CX-60,FAMILY,3.1,19,94,"1,000",Free,0,Everyone,Casual,9-May-17,2.3 and up
BP Tracker,HEALTH_AND_FITNESS,4.3,12,0.598632813,"1,000",Free,0,Everyone,Health & Fitness,20-Feb-16,5.0 and up
Recognise Foot,MEDICAL,4.2,9,95,"1,000",Paid,$7.49 ,Everyone,Medical,14-Sep-17,4.1 and up
BN Pro Play-b HD Text,LIBRARIES_AND_DEMO,4.4,34,0.407226563,"1,000",Free,0,Everyone,Libraries & Demo,5-Feb-17,1.6 and up
BN Pro ArialXL-b HD Text,LIBRARIES_AND_DEMO,4,24,0.466796875,"1,000",Free,0,Everyone,Libraries & Demo,5-Feb-17,1.6 and up
BN Pro Solid Battery-White,LIBRARIES_AND_DEMO,3.6,7,0.1875,"1,000",Free,0,Everyone,Libraries & Demo,5-Feb-17,1.6 and up
BN Pro RobotoXL HD Text,LIBRARIES_AND_DEMO,4.3,15,0.44921875,"1,000",Free,0,Everyone,Libraries & Demo,5-Feb-17,1.6 and up
BN Pro Black Text,LIBRARIES_AND_DEMO,3.8,18,0.484375,"1,000",Free,0,Everyone,Libraries & Demo,5-Feb-17,1.6 and up
Mizanul-Hikmət 2-ci cild,LIBRARIES_AND_DEMO,NaN,16,0.725585938,"1,000",Free,0,Everyone,Libraries & Demo,4-Jan-17,1.6 and up
BC Wildflowers,FAMILY,4.4,7,81,"1,000",Free,0,Everyone,Education,10-Jul-17,4.1 and up
Sleep as Microsoft Band Add-On,LIFESTYLE,3.5,28,0.118164063,"1,000",Free,0,Everyone,Lifestyle,23-Jan-16,4.2 and up
Vira.cz Widget,LIFESTYLE,NaN,86,0.586914063,"1,000",Free,0,Everyone,Lifestyle,15-Jun-16,2.2 and up
CT Abdomen,FAMILY,4.3,7,62,"1,000",Free,0,Everyone,Education,21-Feb-17,4.4 and up
Florida Wildflowers,FAMILY,5,5,69,"1,000",Free,0,Everyone,Education,10-Jul-17,4.1 and up
Florida Travel Guide,TRAVEL_AND_LOCAL,3.8,11,86,"1,000",Free,0,Everyone,Travel & Local,11-Jul-18,4.1 and up
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21,89,"1,000",Free,0,Everyone,Arcade,30-Mar-18,4.4 and up
BW-DGS plugin,GAME,4.5,70,0.674804688,"1,000",Free,0,Everyone,Board,13-May-18,4.0 and up
My baby firework (Remove ad),FAMILY,4.1,30,0.013671875,"1,000",Paid,$0.99 ,Everyone,Entertainment,25-Apr-13,Varies with device
CCHT PREP,MEDICAL,3.6,25,0.259765625,"1,000",Paid,$10.99 ,Everyone,Medical,8-Dec-16,2.1 and up
BS Meter (Ad Supported),FAMILY,3.9,14,0.578125,"1,000",Free,0,Teen,Entertainment,14-Aug-13,2.2 and up
Il Coccodrillo Come Fa,FAMILY,3.4,17,0.240234375,"1,000",Free,0,Everyone,Entertainment,21-Nov-14,4.0 and up
FP Market,FAMILY,NaN,24,0.04296875,"1,000",Free,0,Everyone,Education,17-Jun-12,1.6 and up
OptoDrum,MEDICAL,3.9,10,0.369140625,"1,000",Paid,$5.99 ,Everyone,Medical,26-May-15,3.0 and up
signály.cz,SOCIAL,NaN,38,0.860351563,"1,000",Free,0,Everyone,Social,9-May-13,2.2 and up
DTPay,SHOPPING,4.5,18,0.970703125,"1,000",Free,0,Everyone,Shopping,11-Jul-18,4.0 and up
AE Order,TOOLS,4.1,19,0.309570313,"1,000",Free,0,Everyone,Tools,12-Nov-13,2.3 and up
Trinomial Factoring Wizard,TOOLS,4,22,0.080078125,"1,000",Paid,$0.99 ,Everyone,Tools,10-Oct-14,2.3 and up
CF-Bench Pro,TOOLS,4.6,159,0.028320313,"1,000",Paid,$1.49 ,Everyone,Tools,23-Jun-11,1.6 and up
df,TOOLS,NaN,4,0.032226563,"1,000",Free,0,Everyone,Tools,12-Aug-16,1.5 and up
NDS-controller,TOOLS,3.3,35,0.89453125,"1,000",Free,0,Everyone,Tools,23-Oct-17,2.2 and up
Electrician Calculator Pro,TOOLS,3.9,47,0.263671875,"1,000",Paid,$14.99 ,Everyone,Tools,3-Jun-14,1.6 and up
Energenie EG-PM1W Setup Wizard,TOOLS,3.1,17,0.510742188,"1,000",Free,0,Everyone,Tools,10-Oct-14,2.2 and up
Advanced EX for MITSUBISHI,TOOLS,2.9,33,0.137695313,"1,000",Paid,$4.99 ,Everyone,Tools,21-Aug-15,1.6 and up
S Launcher Pro for Galaxy,PERSONALIZATION,4.1,47,0.025390625,"1,000",Paid,$4.99 ,Everyone,Personalization,12-Feb-16,4.1 and up
FP NFC Rewrite,TOOLS,NaN,17,0.065429688,"1,000",Free,0,Everyone,Tools,29-Jan-16,4.0 and up
Color Changer Pro [root],PERSONALIZATION,4.5,69,0.928710938,"1,000",Paid,$0.99 ,Everyone,Personalization,12-Jan-17,4.4 and up
BL Essentials BW Icon Pack,PERSONALIZATION,4.2,17,0.940429688,"1,000",Free,0,Everyone,Personalization,6-May-13,2.1 and up
Lollipop Launcher Plus,PERSONALIZATION,4.1,131,0.026367188,"1,000",Paid,$4.99 ,Everyone,Personalization,8-Mar-15,4.0.3 and up
Daily DM,PERSONALIZATION,4.7,51,0.252929688,"1,000",Free,0,Everyone,Personalization,4-Oct-13,2.1 and up
EM Launcher Pro,PERSONALIZATION,4.2,35,0.0234375,"1,000",Paid,$3.99 ,Everyone,Personalization,2-Apr-16,4.1 and up
DB Manager,PRODUCTIVITY,NaN,3,0.10546875,"1,000",Free,0,Everyone,Productivity,21-Jan-14,3.1 and up
DG Phone Call Task Switcher,PRODUCTIVITY,4.2,43,0.033203125,"1,000",Free,0,Everyone,Productivity,9-Jun-15,4.0 and up
DN Sync,NEWS_AND_MAGAZINES,4.1,56,0.02734375,"1,000",Free,0,Everyone 10+,News & Magazines,13-Jun-16,2.3.3 and up
EJ Insight,NEWS_AND_MAGAZINES,4,33,0.2734375,"1,000",Free,0,Everyone,News & Magazines,30-Sep-14,4.0 and up
CY:ME - real time gps tracker,MAPS_AND_NAVIGATION,NaN,8,0.731445313,"1,000",Free,0,Everyone,Maps & Navigation,28-Sep-13,2.2 and up
Mini DV,AUTO_AND_VEHICLES,3.5,12,19,"5,000",Free,0,Everyone,Auto & Vehicles,29-May-18,4.0 and up
How To Get Your Ex Back Fast,LIFESTYLE,4,22,19,"5,000",Free,0,Everyone,Lifestyle,7-Feb-18,4.0.3 and up
Gunship III Vietnam People AF,FAMILY,4.3,726,19,"5,000",Paid,$4.99 ,Everyone,Simulation,9-Dec-16,2.3.3 and up
CA CS Network,FAMILY,4.7,160,19,"5,000",Free,0,Everyone,Education,25-Jul-18,4.4 and up
BW Smart,TOOLS,3.7,50,19,"5,000",Free,0,Everyone,Tools,6-Jun-17,4.0 and up
HD Video Player - Video & MP3 Player | AV Player |,VIDEO_PLAYERS,4.4,22,19,"5,000",Free,0,Everyone,Video Players & Editors,6-Mar-18,4.0 and up
Poker Equity Calculator Pro for No Limit Hold'em,GAME,4,21,14,"5,000",Paid,$0.99 ,Everyone,Card,10-Sep-17,5.0 and up
CJ Fallon eBook Reader,FAMILY,1.9,76,14,"5,000",Free,0,Everyone,Education,13-Feb-14,3.0 and up
أحداث وحقائق | خبر عاجل في اخبار العالم,NEWS_AND_MAGAZINES,4.8,311,14,"5,000",Free,0,Everyone 10+,News & Magazines,15-Jul-18,4.2 and up
Coomotaxi BH,BUSINESS,NaN,94,8.7,"5,000",Free,0,Everyone,Business,24-May-18,4.0.3 and up
mail.co.uk Mail,COMMUNICATION,4.2,21,8.7,"5,000",Free,0,Everyone,Communication,24-Jul-18,4.0.3 and up
Kinot Tisha'a Be'av - Ashkenaz,LIFESTYLE,4.5,82,8.7,"5,000",Free,0,Everyone,Lifestyle,26-Jul-15,2.3.3 and up
McClatchy DC Bureau,NEWS_AND_MAGAZINES,4.3,80,8.7,"5,000",Free,0,Everyone 10+,News & Magazines,18-Jun-18,4.4W and up
AJ Styles HD Wallpapers,ART_AND_DESIGN,4.8,48,25,"5,000",Free,0,Everyone,Art & Design,4-Aug-18,4.1 and up
bz Baselland E-Paper,NEWS_AND_MAGAZINES,4.2,69,25,"5,000",Free,0,Everyone,News & Magazines,24-Aug-17,4.4 and up
bz Basel E-Paper,NEWS_AND_MAGAZINES,NaN,72,25,"5,000",Free,0,Everyone,News & Magazines,24-Aug-17,4.4 and up
Make your Be Like Bill,COMICS,4,78,2.8,"5,000",Free,0,Everyone,Comics,16-Jan-16,2.3 and up
Ham DX Cluster & Spots Finder,COMMUNICATION,4.5,115,2.8,"5,000",Free,0,Everyone,Communication,15-Jul-16,4.1 and up
Noot-Noot-er!,FAMILY,4.5,74,2.8,"5,000",Free,0,Everyone,Entertainment,22-Nov-17,4.0.3 and up
Micro Fi,FAMILY,3.7,39,2.8,"5,000",Free,0,Everyone,Education,12-Feb-14,2.3.3 and up
Turbo AI™ - Personal assistant,PRODUCTIVITY,2.6,91,2.8,"5,000",Free,0,Everyone,Productivity,16-Jul-18,4.0.3 and up
Easy DIY CD Craft Ideas,ART_AND_DESIGN,NaN,7,5.6,"5,000",Free,0,Everyone,Art & Design,30-May-18,2.3 and up
CP HAPPS - Pittsburgh Events,LIFESTYLE,3.8,85,5.6,"5,000",Free,0,Teen,Lifestyle,6-Mar-15,4.0.3 and up
Scratch-Off Guide for FL Lotto,FAMILY,4.6,25,5.6,"5,000",Free,0,Everyone,Entertainment,4-Jul-18,4.0.3 and up
MBTA GPS - Track the T,MAPS_AND_NAVIGATION,3.8,82,5.6,"5,000",Free,0,Everyone,Maps & Navigation,23-Feb-18,4.1 and up
Burnley FC,SPORTS,4.9,195,29,"5,000",Free,0,Everyone,Sports,1-Aug-18,4.4 and up
BI SmartLINK,BUSINESS,3.6,16,33,"5,000",Free,0,Everyone,Business,25-Jul-18,5.1 and up
Axe Knight,GAME,4.5,52,33,"5,000",Free,0,Everyone,Action,26-Jun-18,4.1 and up
Writing Wizard Premium - Handwriting,FAMILY,4.1,89,33,"5,000",Paid,$4.49 ,Everyone,Education;Education,3-Dec-17,4.0.3 and up
Agenda EF,FAMILY,3.4,79,33,"5,000",Free,0,Everyone,Education,27-May-15,3.0 and up
Q-See Plus,VIDEO_PLAYERS,2.2,32,33,"5,000",Free,0,Everyone,Video Players & Editors,9-Jul-18,4.0.3 and up
"AC Air condition Troubleshoot,Repair,Maintenance",BOOKS_AND_REFERENCE,4.2,27,3.1,"5,000",Free,0,Everyone,Books & Reference,7-Feb-18,4.0 and up
love sms good morning,COMMUNICATION,4.2,10,3.1,"5,000",Free,0,Everyone,Communication,28-Apr-16,2.3 and up
Free Coupons for Burger King,LIFESTYLE,2.8,17,3.1,"5,000",Free,0,Everyone,Lifestyle,29-Jul-18,4.4 and up
BR Video Player,VIDEO_PLAYERS,4,46,3.1,"5,000",Free,0,Everyone,Video Players & Editors,20-Apr-15,3.0 and up
Ariana News AF,NEWS_AND_MAGAZINES,4.1,20,3.1,"5,000",Free,0,Everyone,News & Magazines,10-Jul-17,4.0 and up
Zoho Reports - Mobile BI,BUSINESS,4.7,45,12,"5,000",Free,0,Everyone,Business,23-May-18,4.1 and up
Free Resume Builder – CV Maker,BUSINESS,4.4,25,12,"5,000",Free,0,Everyone,Business,9-Jun-18,4.4 and up
"Superheroes, Marvel, DC, Comics, TV, Movies News",COMICS,5,34,12,"5,000",Free,0,Everyone,Comics,31-Jul-18,5.0 and up
Central Bank and Trust Co.,FINANCE,4.7,65,12,"5,000",Free,0,Everyone,Finance,12-Jun-18,5.0 and up
Firefighters First CU,FINANCE,4.8,495,12,"5,000",Free,0,Everyone,Finance,1-May-18,5.0 and up
BW App,LIFESTYLE,2.8,48,12,"5,000",Free,0,Everyone,Lifestyle,27-Sep-17,4.0 and up
Registered Dietitian Pocket Prep,MEDICAL,4.3,283,12,"5,000",Free,0,Everyone,Medical,12-Jul-18,4.4 and up
Wide address pocket prep,MEDICAL,4.5,513,12,"5,000",Free,0,Everyone,Medical,11-Jul-18,4.4 and up
Dp For Whatsapp,SOCIAL,4.3,39,12,"5,000",Free,0,Everyone,Social,13-Apr-17,4.0.3 and up
EZ-VPNGate,TOOLS,4.3,36,12,"5,000",Free,0,Everyone,Tools,21-Aug-17,4.0.3 and up
FR Roster,TOOLS,4.1,174,12,"5,000",Free,0,Everyone,Tools,30-Jul-18,4.4 and up
EV Real Estate Search,LIFESTYLE,4.1,88,20,"5,000",Free,0,Everyone,Lifestyle,13-Jul-18,4.0.3 and up
Please Don't Touch Anything 3D,FAMILY,4.2,146,20,"5,000",Paid,$5.99 ,Teen,Puzzle,7-Dec-16,4.4 and up
